OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SKYSAT-C9,2017-068C,2026-05-26T22:39:32.457024,15.40959898,.00081009,97.4393,284.3295,204.2810,155.8056,0,U,42989,999,47948,.34050014E-3,.13958E-3,0
SKYSAT-C8,2017-068D,2026-05-26T20:10:54.270624,15.36491222,.00016387,97.4488,283.2098,106.2631,253.8793,0,U,42990,999,47903,.31577355E-3,.11165E-3,0
SKYSAT-C7,2017-068E,2026-05-26T23:08:11.822208,15.36435779,.00063276,97.4501,284.3226,170.8444,189.2916,0,U,42991,999,47911,.31608958E-3,.11163E-3,0
SKYSAT-C6,2017-068F,2026-05-26T22:45:16.323840,15.34031062,.00020878,97.4537,284.3504,185.2075,174.9146,0,U,42992,999,47906,.31306879E-3,.10231E-3,0
CARTOSAT-2F,2018-004A,2026-05-26T22:24:59.881824,15.19275936,.00009358,97.4805,206.7743,50.0805,310.0512,0,U,43111,999,46410,.19166936E-3,.3974E-4,0
GAOFEN-1 02,2018-031A,2026-05-26T22:49:05.377152,14.76446000,.00046557,98.0537,209.5357,82.4111,277.7627,0,U,43259,999,43956,.13834173E-3,.911E-5,0
GAOFEN-1 03,2018-031B,2026-05-26T22:17:29.940000,14.76492072,.00035256,98.0527,209.3746,126.3794,233.7742,0,U,43260,999,43955,.11106626E-3,.722E-5,0
GAOFEN-1 04,2018-031D,2026-05-26T23:20:15.679680,14.76441239,.00020547,98.0539,209.6059,106.7885,253.3550,0,U,43262,999,43955,.41101744E-4,.234E-5,0
SENTINEL-3B,2018-039A,2026-05-26T19:12:08.110368,14.26734695,.00011602,98.6253,214.6382,74.1889,285.9419,0,U,43437,999,42107,.59876381E-4,.101E-5,0
GAOFEN-5 01,2018-043A,2026-05-26T21:26:40.641216,14.60588085,.0002648,98.4558,118.0347,121.8853,238.2604,0,U,43461,999,42858,.84469815E-4,.361E-5,0
GAOFEN-6,2018-048A,2026-05-26T22:17:24.032832,14.76600866,.00106851,97.7768,210.3907,240.8937,119.1204,0,U,43484,999,43025,.61301596E-4,.379E-5,0
GAOFEN-11 01,2018-063A,2026-05-26T22:29:11.234112,15.54585842,.00052164,97.1309,213.8846,66.8452,293.3352,0,U,43585,999,43704,.16634431E-3,.10894E-3,0
ICESAT-2,2018-070A,2026-05-26T16:16:07.115232,15.28327495,.0003297,92.0052,285.1723,121.5161,238.6411,0,U,43613,999,42917,.3596262E-3,.9921E-4,0
HYSIS,2018-096A,2026-05-26T23:07:03.859104,14.78643121,.0001262,97.9847,213.8761,119.3928,240.7409,0,U,43719,999,40428,.17590742E-3,.1237E-4,0
KAZSTSAT,2018-099AB,2026-05-26T21:09:53.895456,14.99806256,.00065449,97.4274,179.7806,125.7848,234.3985,0,U,43783,999,40811,.88085708E-4,.1034E-4,0
SAUDISAT 5A,2018-102A,2026-05-26T22:42:11.259360,15.27792481,.00091405,97.3084,208.9386,199.4367,160.6525,0,U,43831,999,41243,.21768954E-3,.5842E-4,0
SAUDISAT 5B,2018-102C,2026-05-26T23:14:35.077056,15.28062646,.00097807,97.3189,211.9917,202.5122,157.5690,0,U,43833,999,41255,.21534024E-3,.5827E-4,0
GAOFEN-10R,2019-066A,2026-05-26T23:14:05.142048,14.83005572,.00050015,98.0488,100.3949,191.6278,168.4820,0,U,44622,999,35923,.15339146E-3,.1192E-4,0
CARTOSAT-3,2019-081A,2026-05-26T22:47:07.970784,15.19274010,.00115466,97.4321,209.1558,219.4487,140.5908,0,U,44804,999,36024,.15552442E-3,.3216E-4,0
GAOFEN-12 01,2019-082A,2026-05-26T23:48:42.405408,14.80438149,.00025001,97.8104,153.9316,96.5473,263.6024,0,U,44819,999,35095,.59213409E-4,.402E-5,0
CSG-1,2019-092A,2026-05-26T23:42:49.744800,14.82162445,.00014286,97.8887,330.8979,93.8554,266.2823,0,U,44873,999,34833,.62556216E-4,.446E-5,0
NEMO-HD,2020-061F,2026-05-26T22:36:39.777120,15.44101283,.00027229,97.1938,209.1153,106.2736,253.8812,0,U,46277,999,31870,.25739457E-3,.1169E-3,0
